acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;LIGHT;mag_x;mag_y;mag_z;azimuth;pitch;roll;proximity;pressure;sound;lat;lon;altitude;alt_google;loc_alt_pres;speed_kmh;accuracy;loc_orientation;sats_in_range;lapsed;datetime
0.135;0.134;9.477;-0.017;0.13;9.806;0.08;0.02;-0.017;0.014;-0.002;0.06;19.0;19.0;-3.2;-47.9;262.9;-0.8;0.1;0.0;1022.3;64.93;47.61174;-122.25783;-61.3;NaN;;8.4;9.67742;261.9;12 / 13;2932008;2015-07-28 18:18:13:800
0.118;0.134;10.083;0.036;0.08;9.806;0.022;-0.018;0.5;0.044;-0.041;0.045;17.0;18.8;-3.2;-47.9;261.9;-0.3;0.0;0.0;1022.3;54.44;47.61174;-122.25786;-61.3;NaN;;8.1;9.67742;257.9;9 / 10;2933007;2015-07-28 18:18:14:799
0.03;0.12;10.013;0.049;0.123;9.806;-0.075;0.02;0.484;-0.026;0.02;0.087;19.0;17.9;-5.5;-48.5;257.0;-0.9;-0.4;0.0;1022.2;56.91;47.61173;-122.25789;-61.3;NaN;;8.7;9.67742;261.5;11 / 13;2934006;2015-07-28 18:18:15:798
-0.071;0.196;9.769;0.159;0.146;9.804;-0.228;0.023;0.116;0.005;-0.04;0.019;25.0;17.4;-6.4;-48.4;253.3;-0.8;-0.9;0.0;1022.2;55.99;47.61172;-122.25793;-61.3;NaN;;8.2;9.67742;249.4;11 / 13;2935007;2015-07-28 18:18:16:799
0.668;0.1;9.6;0.815;0.08;9.772;-0.045;0.048;0.127;-0.018;0.014;-0.003;27.0;14.5;-6.1;-48.9;252.7;-0.5;-4.8;0.0;1022.2;60.08;47.61172;-122.25795;-58.1;NaN;;7.7;9.67742;248.8;9 / 11;2936007;2015-07-28 18:18:17:799
0.762;0.192;9.388;0.672;0.222;9.781;0.171;-0.045;-0.199;0.044;0.014;-0.038;25.0;15.5;-6.4;-49.4;255.0;-1.3;-3.9;0.0;1022.2;59.78;47.61172;-122.25799;-58.1;NaN;;8.7;9.67742;252.6;11 / 12;2937007;2015-07-28 18:18:18:799
1.016;-0.051;9.788;0.807;-0.032;9.773;0.208;-0.021;0.327;-0.043;-0.019;-0.092;25.0;15.6;-6.1;-49.0;253.8;-0.4;-4.0;0.0;1022.2;55.7;47.61171;-122.25801;-61.3;NaN;;7.5;9.67742;249.8;9 / 11;2938007;2015-07-28 18:18:19:799
0.908;0.192;9.462;0.796;0.187;9.773;0.132;0.008;-0.156;0.032;-0.021;-0.04;20.0;15.5;-3.9;-49.3;260.3;-1.0;-4.5;0.0;1022.2;57.95;47.61171;-122.25804;-58.1;NaN;;7.1;9.67742;260.9;12 / 13;2939007;2015-07-28 18:18:20:799
0.981;0.016;9.919;0.795;0.095;9.774;0.098;-0.107;0.319;-0.007;0.006;-0.015;20.0;16.2;-3.7;-49.7;260.3;-0.7;-4.6;0.0;1022.3;51.45;47.6117;-122.25806;-58.1;NaN;;8.4;9.67742;259.4;10 / 11;2940008;2015-07-28 18:18:21:800
0.514;0.058;9.405;0.428;0.165;9.796;0.044;-0.091;-0.097;0.004;0.025;0.065;18.0;16.9;-4.3;-49.0;260.5;-1.0;-2.5;0.0;1022.2;49.66;47.6117;-122.25809;-58.1;NaN;;8.1;9.67742;263.3;12 / 13;2941008;2015-07-28 18:18:22:800
0.04;0.077;10.056;0.153;0.09;9.805;-0.122;-0.007;0.329;-0.03;0.023;0.059;21.0;17.7;-4.7;-48.2;257.0;-0.7;-1.2;0.0;1022.3;59.52;47.6117;-122.25813;-58.1;NaN;;8.2;9.67742;259.5;11 / 12;2942007;2015-07-28 18:18:23:799
0.15;0.096;9.75;0.102;0.164;9.805;0.089;-0.083;0.136;0.006;0.0;0.077;23.0;17.0;-6.1;-48.1;253.5;-1.0;-0.6;0.0;1022.2;52.87;47.61169;-122.25816;-58.1;NaN;;7.8;9.67742;259.9;11 / 12;2943007;2015-07-28 18:18:24:799
0.317;0.087;9.75;0.099;0.087;9.806;0.268;-0.099;0.175;0.005;0.017;0.099;17.0;16.1;-7.2;-48.4;248.1;-0.6;-0.3;0.0;1022.2;55.85;47.61169;-122.25819;-58.1;NaN;;8.0;9.67742;251.7;10 / 12;2944006;2015-07-28 18:18:25:798
-0.171;0.058;9.731;-0.203;0.084;9.804;0.041;-0.029;0.171;-0.026;-0.006;0.095;22.0;16.7;-8.4;-47.9;245.2;-0.8;1.3;0.0;1022.2;62.73;47.61168;-122.25822;-58.1;NaN;;8.2;9.67742;249.7;11 / 12;2945007;2015-07-28 18:18:26:799
-0.091;0.207;9.022;-0.156;0.317;9.8;0.058;-0.109;-0.533;0.026;0.011;0.116;24.0;15.1;-10.3;-48.4;239.2;-1.8;0.9;0.0;1022.2;57.07;47.61167;-122.25825;-58.1;NaN;;7.8;9.67742;240.4;10 / 11;2946007;2015-07-28 18:18:27:799
-0.209;0.222;9.829;-0.042;0.078;9.806;-0.12;0.1;0.186;0.018;-0.031;0.045;24.0;13.9;-11.4;-48.1;231.8;-0.3;0.3;0.0;1022.3;57.01;47.61165;-122.25827;-58.1;NaN;;8.5;9.67742;231.8;11 / 12;2947007;2015-07-28 18:18:28:799
0.214;0.018;10.265;0.116;0.032;9.806;0.208;-0.065;0.529;0.03;0.038;0.071;25.0;11.9;-11.6;-48.7;226.7;-0.2;-0.7;0.0;1022.3;52.7;47.61164;-122.2583;-58.1;NaN;;7.7;9.67742;232.0;11 / 12;2948007;2015-07-28 18:18:29:799
-0.111;0.039;9.435;-0.137;0.053;9.806;0.027;-0.022;0.032;-0.053;0.001;0.082;22.0;12.5;-12.6;-48.2;222.4;-0.7;0.8;0.0;1022.3;52.98;47.61163;-122.25831;-61.3;NaN;;7.7;9.67742;228.6;12 / 13;2949007;2015-07-28 18:18:30:799
-0.102;0.249;9.252;-0.002;0.288;9.802;-0.112;-0.035;-0.401;0.031;-0.009;0.056;26.0;11.0;-13.6;-47.9;221.1;-1.6;-0.1;0.0;1022.3;49.23;47.61162;-122.25833;-61.3;NaN;;8.1;9.67742;226.2;12 / 13;2950007;2015-07-28 18:18:31:799
-0.091;0.112;9.845;-0.096;0.153;9.805;0.014;-0.045;0.204;0.035;0.021;0.088;26.0;9.7;-14.0;-48.2;215.8;-0.6;0.4;0.0;1022.3;50.38;47.61161;-122.25835;-64.5;NaN;;8.2;9.67742;222.6;12 / 13;2951007;2015-07-28 18:18:32:799
-0.229;0.105;9.511;-0.284;0.155;9.801;0.016;0.0;-0.019;-0.034;0.023;0.091;24.0;8.6;-14.9;-48.2;208.1;-0.9;1.7;0.0;1022.3;55.46;47.61159;-122.25837;-61.3;NaN;;7.5;9.67742;215.1;12 / 13;2952009;2015-07-28 18:18:33:801
-0.234;0.173;9.18;-0.245;0.189;9.802;0.004;-0.014;-0.504;0.013;-0.014;0.075;19.0;8.5;-14.8;-48.7;208.7;-1.0;1.5;0.0;1022.2;52.09;47.61157;-122.25839;-61.3;NaN;;7.6;9.67742;206.6;11 / 12;2953007;2015-07-28 18:18:34:799
-0.098;0.268;9.156;-0.173;0.211;9.803;0.03;0.073;-0.323;-0.023;0.011;0.095;18.0;6.0;-15.7;-48.0;199.0;-1.2;1.0;0.0;1022.3;57.89;47.61155;-122.25841;-58.1;NaN;;7.4;9.67742;205.2;10 / 11;2954007;2015-07-28 18:18:35:799
-0.669;0.259;9.31;-0.587;0.256;9.786;-0.081;0.0;-0.421;0.081;0.02;0.074;27.0;5.8;-14.8;-48.3;192.8;-0.9;3.3;0.0;1022.2;67.42;47.61153;-122.25842;-61.3;NaN;;7.6;9.67742;205.7;11 / 12;2955007;2015-07-28 18:18:36:799
-0.362;-0.02;10.536;-0.419;0.083;9.797;0.059;-0.138;1.056;0.053;-0.01;0.08;18.0;4.6;-15.5;-48.5;190.9;-0.3;2.6;0.0;1022.3;55.09;47.61152;-122.25843;-61.3;NaN;;7.2;9.67742;199.1;12 / 13;2956007;2015-07-28 18:18:37:799
-0.182;-0.005;9.721;-0.181;0.113;9.804;0.017;-0.085;-0.016;-0.095;-0.027;0.081;23.0;1.4;-16.2;-48.3;180.4;-0.7;1.1;0.0;1022.3;60.55;47.6115;-122.25844;-61.3;NaN;;7.1;9.67742;199.6;12 / 13;2957007;2015-07-28 18:18:38:799
-0.016;0.251;8.869;-0.013;0.297;9.802;0.115;-0.009;-0.688;0.071;0.013;0.094;14.0;-1.1;-14.9;-48.9;176.1;-1.3;-0.1;0.0;1022.3;53.51;47.61148;-122.25845;-58.1;NaN;;6.6;9.67742;198.8;12 / 13;2958009;2015-07-28 18:18:39:801
-0.478;0.146;9.972;-0.381;0.104;9.799;-0.079;0.045;0.257;0.007;0.026;0.104;20.0;-0.9;-15.1;-49.0;169.2;-0.5;2.1;0.0;1022.3;66.28;47.61147;-122.25846;-58.1;NaN;;7.0;9.67742;185.2;11 / 12;2959007;2015-07-28 18:18:40:799
-0.458;0.177;9.359;-0.415;0.177;9.796;-0.046;0.002;-0.045;-0.028;-0.005;0.096;22.0;-2.6;-14.6;-48.7;160.2;-1.1;2.4;0.0;1022.2;60.23;47.61145;-122.25846;-58.1;NaN;;6.6;9.67742;180.2;12 / 13;2960007;2015-07-28 18:18:41:799
-0.424;0.23;9.44;-0.329;0.18;9.799;-0.099;0.043;-0.255;0.003;0.009;0.09;18.0;-4.4;-14.3;-48.9;156.7;-1.0;1.9;0.0;1022.3;58.92;47.61144;-122.25846;-58.1;NaN;;5.4;9.67742;177.6;12 / 13;2961007;2015-07-28 18:18:42:799
-0.803;0.248;9.369;-0.751;0.294;9.773;-0.062;-0.038;-0.126;0.033;0.06;0.133;19.0;-5.2;-13.2;-49.2;144.8;-1.5;3.9;0.0;1022.3;65.2;47.61142;-122.25846;-58.1;NaN;;6.5;9.67742;168.1;11 / 12;2962007;2015-07-28 18:18:43:799
-0.737;0.173;9.825;-0.687;0.116;9.782;-0.048;0.052;0.101;-0.001;-0.013;0.097;18.0;-5.4;-11.6;-50.1;143.4;-0.7;4.0;0.0;1022.3;66.63;47.6114;-122.25845;-58.1;NaN;;6.1;9.67742;167.7;11 / 12;2963007;2015-07-28 18:18:44:799
-0.176;0.073;9.668;-0.381;0.136;9.798;0.149;-0.051;0.093;-0.023;-0.047;0.067;13.0;-9.0;-11.0;-49.7;133.3;-0.8;2.2;0.0;1022.3;67.71;47.61139;-122.25844;-54.8;NaN;;6.3;9.67742;160.5;12 / 13;2964008;2015-07-28 18:18:45:800
-0.109;0.23;9.607;-0.171;0.209;9.803;0.045;0.0;-0.009;0.008;-0.015;0.04;19.0;-10.8;-10.0;-49.7;127.0;-1.2;1.0;0.0;1022.3;60.83;47.61138;-122.25844;-58.1;NaN;;6.2;9.67742;160.2;11 / 12;2965007;2015-07-28 18:18:46:799
-0.16;0.123;9.862;-0.171;0.124;9.804;0.005;0.009;0.309;-0.005;0.033;0.017;23.0;-10.5;-9.6;-49.6;128.5;-0.8;0.9;0.0;1022.3;65.18;47.61136;-122.25843;-58.1;NaN;;6.6;9.67742;151.0;10 / 11;2966009;2015-07-28 18:18:47:801
-0.354;0.145;9.778;-0.356;0.163;9.799;-0.048;-0.016;0.081;-0.015;-0.025;0.005;27.0;-9.9;-9.5;-49.8;126.8;-1.3;2.1;0.0;1022.3;65.38;47.61135;-122.25842;-58.1;NaN;;6.3;9.67742;153.4;10 / 11;2967008;2015-07-28 18:18:48:800
-0.323;0.23;9.484;-0.265;0.309;9.798;-0.021;-0.045;-0.059;0.024;0.041;0.011;25.0;-10.2;-10.2;-49.9;126.6;-1.8;1.5;0.0;1022.3;61.72;47.61134;-122.25841;-58.1;NaN;;6.7;9.67742;150.3;12 / 13;2968009;2015-07-28 18:18:49:801
-0.483;0.185;9.787;-0.448;0.184;9.795;-0.005;-0.027;0.187;0.01;0.0;0.031;28.0;-9.5;-9.8;-49.8;128.8;-1.1;2.6;0.0;1022.3;63.15;47.61133;-122.2584;-61.3;NaN;;6.4;9.67742;151.5;11 / 12;2969007;2015-07-28 18:18:50:799
-0.231;0.211;9.669;-0.315;0.269;9.798;0.083;-0.055;-0.006;0.013;0.013;0.013;30.0;-10.0;-9.3;-50.0;123.3;-1.6;1.8;0.0;1022.3;48.14;47.61131;-122.25839;-61.3;NaN;;6.1;9.67742;151.5;12 / 13;2970007;2015-07-28 18:18:51:799
-0.307;0.23;9.576;-0.315;0.159;9.8;-0.003;0.07;-0.019;-0.015;-0.03;0.004;31.0;-10.6;-9.3;-49.7;122.6;-0.9;2.1;0.0;1022.3;47.91;47.61129;-122.25837;-61.3;NaN;;6.2;9.67742;152.5;12 / 13;2971006;2015-07-28 18:18:52:798
-0.102;0.275;9.501;-0.179;0.279;9.801;0.11;-0.005;-0.097;0.028;0.014;0.004;33.0;-11.0;-8.8;-49.9;122.5;-1.6;1.0;0.0;1022.3;57.5;47.61128;-122.25836;-61.3;NaN;;6.3;9.67742;147.8;12 / 13;2972007;2015-07-28 18:18:53:799
-0.39;0.192;9.386;-0.518;0.255;9.79;-0.02;-0.038;-0.115;-0.013;-0.011;0.042;33.0;-10.3;-8.9;-50.3;121.4;-1.5;3.0;0.0;1022.3;67.4;47.61127;-122.25836;-61.3;NaN;;6.4;9.67742;152.2;10 / 11;2973008;2015-07-28 18:18:54:800
-0.539;0.288;9.692;-0.36;0.255;9.797;-0.182;0.047;0.06;-0.004;-0.006;-0.001;28.0;-10.7;-9.0;-50.3;121.3;-1.5;2.0;0.0;1022.3;65.15;47.61126;-122.25834;-61.3;NaN;;6.3;9.67742;145.2;11 / 12;2974007;2015-07-28 18:18:55:799
-0.152;0.238;9.75;-0.132;0.233;9.803;-0.013;0.02;0.071;0.013;0.007;-0.002;30.0;-11.5;-8.3;-49.7;120.5;-1.3;0.7;0.0;1022.3;47.17;47.61124;-122.25833;-64.5;NaN;;6.1;9.67742;145.6;12 / 13;2975010;2015-07-28 18:18:56:802
-0.248;0.22;9.539;-0.278;0.201;9.801;0.001;0.032;0.017;-0.036;0.014;0.002;30.0;-11.0;-8.7;-49.9;122.7;-1.2;1.6;0.0;1022.3;64.65;47.61123;-122.25832;-64.5;NaN;;5.8;9.67742;145.7;12 / 13;2976008;2015-07-28 18:18:57:800
-0.344;0.249;9.538;-0.309;0.293;9.797;-0.039;-0.025;-0.104;0.013;-0.013;-0.009;31.0;-10.6;-8.4;-50.2;117.5;-1.7;1.8;0.0;1022.3;62.53;47.61122;-122.25831;-64.5;NaN;;6.3;9.67742;144.2;12 / 13;2977008;2015-07-28 18:18:58:800
-0.135;0.288;9.481;-0.156;0.275;9.802;0.066;0.021;-0.076;-0.001;0.012;0.013;31.0;-11.8;-8.8;-49.8;120.7;-1.6;0.9;0.0;1022.2;61.72;47.61121;-122.2583;-64.5;NaN;;6.4;9.67742;149.2;12 / 13;2978008;2015-07-28 18:18:59:800
-0.286;0.249;9.376;-0.403;0.202;9.796;0.063;0.019;-0.083;0.006;-0.004;0.024;26.0;-10.7;-7.8;-49.8;118.1;-1.2;2.4;0.0;1022.2;57.53;47.61119;-122.25828;-64.5;NaN;;6.4;9.67742;147.6;12 / 13;2979007;2015-07-28 18:19:00:799
-0.487;0.288;9.797;-0.353;0.263;9.797;-0.125;0.018;0.21;0.021;-0.002;-0.008;31.0;-11.1;-7.7;-49.9;117.5;-1.5;2.1;0.0;1022.3;42.79;47.61117;-122.25827;-61.3;NaN;;6.2;9.67742;142.2;11 / 12;2980008;2015-07-28 18:19:01:800
-0.248;0.249;9.252;-0.286;0.233;9.8;0.049;0.023;-0.263;-0.055;0.002;0.014;29.0;-11.9;-8.2;-50.5;116.3;-1.5;1.7;0.0;1022.2;46.85;47.61116;-122.25826;-58.1;NaN;;6.2;9.67742;142.2;11 / 12;2981008;2015-07-28 18:19:02:800
-0.476;0.307;9.273;-0.308;0.276;9.798;-0.158;0.038;-0.391;0.037;0.004;-0.005;30.0;-11.3;-7.5;-50.0;117.7;-1.6;1.8;0.0;1022.2;47.56;47.61115;-122.25824;-58.1;NaN;;6.5;9.67742;137.6;12 / 13;2982007;2015-07-28 18:19:03:799
-0.36;0.268;9.558;-0.32;0.269;9.798;0.021;0.012;0.038;-0.008;0.028;0.016;30.0;-11.2;-8.0;-50.3;117.7;-1.7;1.7;0.0;1022.3;45.53;47.61114;-122.25823;-58.1;NaN;;6.8;9.67742;140.3;12 / 13;2983007;2015-07-28 18:19:04:799
-0.42;0.268;9.276;-0.432;0.302;9.792;0.011;-0.02;-0.367;0.021;-0.023;0.01;30.0;-11.5;-7.6;-50.3;116.2;-1.7;2.7;0.0;1022.3;47.22;47.61113;-122.25821;-54.8;NaN;;6.2;9.67742;143.0;12 / 13;2984007;2015-07-28 18:19:05:799
-0.288;0.211;10.227;-0.299;0.164;9.801;0.025;0.029;0.499;0.006;0.018;0.019;30.0;-11.9;-6.9;-50.2;115.2;-0.8;1.7;0.0;1022.3;45.16;47.61112;-122.25819;-54.8;NaN;;6.5;9.67742;141.2;11 / 12;2985008;2015-07-28 18:19:06:800
-0.458;0.23;9.693;-0.393;0.19;9.797;-0.083;0.032;0.212;-0.042;-0.018;-0.017;30.0;-11.0;-7.5;-50.6;113.8;-1.4;2.4;0.0;1022.3;68.82;47.61111;-122.25818;-54.8;NaN;;6.1;9.67742;138.7;9 / 11;2986007;2015-07-28 18:19:07:799
-0.014;0.249;9.309;-0.163;0.286;9.801;0.15;-0.019;-0.203;0.005;0.024;0.013;28.0;-12.6;-7.2;-49.8;111.9;-1.7;1.0;0.0;1022.2;56.03;47.6111;-122.25816;-58.1;NaN;;6.3;9.67742;141.2;11 / 12;2987007;2015-07-28 18:19:08:799
-0.439;0.249;9.271;-0.435;0.239;9.794;-0.004;-0.008;-0.351;-0.013;-0.015;0.004;34.0;-11.1;-7.3;-50.2;113.5;-1.4;2.6;0.0;1022.3;52.52;47.61108;-122.25814;-54.8;NaN;;6.7;9.67742;140.7;12 / 13;2988007;2015-07-28 18:19:09:799
-0.439;0.303;9.569;-0.259;0.273;9.799;-0.175;0.023;-0.069;0.025;-0.019;-0.018;28.0;-12.1;-7.1;-50.3;112.9;-1.6;1.5;0.0;1022.3;49.51;47.61107;-122.25812;-51.6;NaN;;6.2;9.67742;138.1;12 / 13;2989007;2015-07-28 18:19:10:799
-0.104;0.249;9.414;-0.243;0.246;9.801;0.156;0.014;-0.136;-0.02;0.043;0.029;30.0;-12.5;-6.9;-49.9;113.4;-1.5;1.4;0.0;1022.3;65.64;47.61105;-122.2581;-51.6;NaN;;6.3;9.67742;140.5;12 / 13;2990007;2015-07-28 18:19:11:799
-0.803;0.249;9.534;-0.722;0.234;9.777;-0.084;0.024;-0.075;0.005;0.02;0.032;33.0;-10.4;-6.3;-50.8;109.8;-1.3;4.0;0.0;1022.3;65.57;47.61104;-122.25808;-51.6;NaN;;6.3;9.67742;137.2;9 / 11;2991007;2015-07-28 18:19:12:799
-0.478;0.288;9.187;-0.513;0.326;9.788;0.025;-0.045;-0.339;0.025;-0.042;0.053;40.0;-11.3;-5.7;-50.4;107.8;-1.8;3.3;0.0;1022.3;63.12;47.61102;-122.25806;-51.6;NaN;;6.9;9.67742;136.5;10 / 11;2992007;2015-07-28 18:19:13:799
-0.748;0.288;9.879;-0.671;0.201;9.782;-0.032;0.079;0.23;-0.006;0.054;0.045;44.0;-11.5;-4.7;-50.5;104.4;-1.2;3.9;0.0;1022.3;54.51;47.61101;-122.25805;-51.6;NaN;;6.3;9.67742;133.1;12 / 13;2993007;2015-07-28 18:19:14:799
-0.677;0.241;9.202;-0.856;0.281;9.765;0.141;-0.034;-0.293;0.027;0.018;0.04;46.0;-10.7;-4.4;-51.0;100.2;-1.4;5.0;0.0;1022.3;62.0;47.611;-122.25803;-48.4;NaN;;6.2;9.67742;129.5;11 / 12;2994008;2015-07-28 18:19:15:800
-0.802;0.23;10.046;-0.797;0.212;9.772;0.019;0.028;0.231;-0.005;-0.059;0.018;50.0;-11.0;-4.1;-51.3;100.8;-1.2;4.9;0.0;1022.3;47.33;47.61099;-122.25801;-51.6;NaN;;6.5;9.67742;132.2;12 / 13;2995007;2015-07-28 18:19:16:799
-0.401;0.207;9.861;-0.497;0.141;9.793;0.044;0.064;0.252;0.013;0.017;-0.002;45.0;-13.2;-3.3;-50.6;98.6;-0.7;2.9;0.0;1022.3;45.21;47.61098;-122.25799;-51.6;NaN;;6.1;9.67742;129.4;12 / 13;2996007;2015-07-28 18:19:17:799
-0.727;0.173;9.692;-0.776;0.293;9.772;0.056;-0.119;0.109;-0.008;0.016;0.008;48.0;-11.1;-4.1;-50.9;99.5;-1.7;4.5;0.0;1022.3;45.69;47.61097;-122.25798;-51.6;NaN;;6.8;9.67742;129.3;11 / 12;2997007;2015-07-28 18:19:18:799
-0.554;0.288;9.54;-0.514;0.194;9.791;-0.053;0.093;-0.008;-0.009;-0.043;-0.018;47.0;-11.9;-3.6;-51.0;101.6;-1.1;3.2;0.0;1022.3;55.46;47.61096;-122.25796;-51.6;NaN;;6.2;9.67742;132.0;11 / 13;2998007;2015-07-28 18:19:19:799
-0.463;0.134;9.654;-0.582;0.203;9.787;0.139;-0.036;0.019;-0.015;0.044;0.022;48.0;-12.5;-3.3;-50.4;97.5;-1.2;3.4;0.0;1022.3;54.56;47.61095;-122.25794;-51.6;NaN;;6.4;9.67742;126.8;10 / 12;2999008;2015-07-28 18:19:20:800
-0.672;0.26;9.646;-0.793;0.272;9.771;0.083;-0.039;0.118;0.022;-0.013;0.006;48.0;-11.3;-3.4;-50.8;96.5;-1.4;4.9;0.0;1022.3;48.24;47.61094;-122.25793;-54.8;NaN;;6.4;9.67742;129.3;11 / 12;3000007;2015-07-28 18:19:21:799
-0.58;0.268;9.903;-0.57;0.204;9.788;-0.032;0.046;0.307;-0.018;-0.022;-0.007;49.0;-12.3;-3.9;-51.1;101.2;-1.2;3.3;0.0;1022.3;50.21;47.61093;-122.25791;-54.8;NaN;;6.6;9.67742;127.2;12 / 13;3001007;2015-07-28 18:19:22:799
-0.39;0.162;9.26;-0.504;0.169;9.792;0.078;0.018;-0.251;-0.022;0.0;-0.016;48.0;-12.4;-2.8;-50.9;98.0;-1.1;3.0;0.0;1022.2;58.82;47.61092;-122.25789;-54.8;NaN;;6.6;9.67742;126.8;11 / 12;3002007;2015-07-28 18:19:23:799
-0.463;0.268;9.375;-0.534;0.339;9.786;0.061;-0.068;-0.311;0.027;-0.013;-0.033;49.0;-11.9;-4.0;-50.9;98.9;-1.9;3.2;0.0;1022.2;52.56;47.61092;-122.25787;-54.8;NaN;;6.6;9.67742;130.0;12 / 13;3003007;2015-07-28 18:19:24:799
-0.397;0.253;9.907;-0.298;0.133;9.801;-0.098;0.085;0.378;0.011;-0.024;-0.051;42.0;-12.7;-4.2;-50.6;102.8;-0.8;1.7;0.0;1022.3;52.47;47.61091;-122.25784;-54.8;NaN;;6.5;9.67742;128.4;12 / 13;3004008;2015-07-28 18:19:25:800
-0.114;0.23;9.687;-0.131;0.168;9.804;-0.004;0.066;0.068;-0.002;0.019;-0.01;40.0;-13.3;-5.2;-49.8;107.0;-1.0;0.7;0.0;1022.3;47.38;47.6109;-122.25783;-58.1;NaN;;6.4;9.67742;134.0;9 / 10;3005007;2015-07-28 18:19:26:799
-0.52;0.112;9.588;-0.568;0.236;9.787;0.063;-0.092;0.112;-0.011;0.044;-0.03;43.0;-11.0;-5.9;-50.8;108.1;-1.7;3.2;0.0;1022.3;54.82;47.61089;-122.25782;-58.1;NaN;;6.7;9.67742;133.1;12 / 13;3006007;2015-07-28 18:19:27:799
-0.339;0.268;9.264;-0.307;0.22;9.799;-0.024;0.05;-0.483;0.016;-0.068;-0.046;29.0;-12.0;-6.1;-50.8;109.8;-1.1;2.2;0.0;1022.3;56.24;47.61088;-122.2578;-58.1;NaN;;6.0;9.67742;137.6;12 / 13;3007007;2015-07-28 18:19:28:799
-0.259;0.23;10.01;-0.165;0.121;9.805;-0.049;0.079;0.383;-0.016;0.022;-0.028;28.0;-12.6;-6.1;-50.6;111.2;-0.7;1.0;0.0;1022.3;56.12;47.61087;-122.25778;-58.1;NaN;;6.3;9.67742;137.1;11 / 12;3008008;2015-07-28 18:19:29:800
-0.193;0.232;9.424;-0.238;0.197;9.802;0.144;-0.035;-0.177;-0.002;0.003;-0.029;27.0;-11.4;-6.6;-50.6;116.1;-1.1;1.4;0.0;1022.3;62.39;47.61085;-122.25777;-58.1;NaN;;6.5;9.67742;139.2;10 / 12;3009007;2015-07-28 18:19:30:799
-0.244;0.234;9.137;-0.139;0.256;9.802;-0.112;0.018;-0.348;0.008;-0.047;-0.031;17.0;-12.2;-7.5;-49.6;114.1;-1.5;0.8;0.0;1022.3;50.1;47.61084;-122.25776;-58.1;NaN;;6.9;9.67742;144.1;12 / 13;3010007;2015-07-28 18:19:31:799
-0.079;0.153;10.021;0.016;0.126;9.806;-0.077;0.019;0.361;0.018;0.029;-0.002;23.0;-13.0;-7.2;-49.8;116.7;-0.7;-0.3;0.0;1022.3;59.55;47.61082;-122.25774;-61.3;NaN;;6.5;9.67742;142.7;12 / 13;3011007;2015-07-28 18:19:32:799
-0.305;0.057;9.788;-0.363;0.046;9.8;0.012;0.056;0.17;-0.05;0.025;0.017;20.0;-11.5;-7.3;-50.7;117.3;-0.5;1.9;0.0;1022.2;47.66;47.61081;-122.25772;-61.3;NaN;;6.2;9.67742;144.5;12 / 13;3012007;2015-07-28 18:19:33:799
-0.497;0.192;9.362;-0.516;0.321;9.788;-0.058;-0.114;-0.242;0.037;-0.007;0.025;24.0;-10.8;-7.5;-49.5;115.3;-1.8;3.0;0.0;1022.2;56.35;47.6108;-122.2577;-61.3;NaN;;6.9;9.67742;139.3;12 / 13;3013007;2015-07-28 18:19:34:799
-0.171;0.099;10.114;-0.14;0.004;9.806;-0.018;0.078;0.409;-0.024;-0.032;-0.011;24.0;-11.9;-6.2;-50.7;115.0;0.0;1.0;0.0;1022.3;55.94;47.61079;-122.25768;-58.1;NaN;;6.4;9.67742;136.4;12 / 13;3014007;2015-07-28 18:19:35:799
0.04;0.134;9.349;-0.083;0.192;9.804;0.1;-0.04;-0.097;-0.025;0.01;0.021;22.0;-13.4;-7.3;-49.7;113.7;-1.2;0.5;0.0;1022.2;51.75;47.61077;-122.25767;-58.1;NaN;;6.8;9.67742;138.6;12 / 13;3015007;2015-07-28 18:19:36:799
-0.516;0.18;9.781;-0.361;0.158;9.799;-0.155;0.029;0.074;0.016;0.011;0.019;26.0;-11.8;-6.6;-50.2;114.6;-0.8;1.9;0.0;1022.3;55.68;47.61076;-122.25766;-58.1;NaN;;6.7;9.67742;137.1;12 / 13;3016007;2015-07-28 18:19:37:799
-0.462;0.096;9.996;-0.334;0.123;9.8;-0.117;-0.027;0.32;-0.001;0.007;0.025;24.0;-12.2;-6.3;-50.2;111.4;-0.7;2.0;0.0;1022.2;48.38;47.61075;-122.25765;-61.3;NaN;;6.5;9.67742;137.3;11 / 12;3017007;2015-07-28 18:19:38:799
-0.382;0.096;9.656;-0.253;0.13;9.803;-0.052;-0.02;0.018;-0.05;0.004;-0.001;27.0;-12.0;-6.5;-50.0;114.9;-1.0;1.4;0.0;1022.2;49.87;47.61074;-122.25763;-61.3;NaN;;6.6;9.67742;141.7;11 / 13;3018007;2015-07-28 18:19:39:799
-0.075;0.23;9.185;-0.135;0.218;9.803;0.085;0.016;-0.385;0.013;-0.007;0.01;24.0;-13.2;-5.5;-50.1;106.1;-1.2;0.9;0.0;1022.2;55.26;47.61073;-122.25761;-61.3;NaN;;6.3;9.67742;140.8;12 / 13;3019007;2015-07-28 18:19:40:799
