acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;LIGHT;mag_x;mag_y;mag_z;azimuth;pitch;roll;proximity;pressure;sound;lat;lon;altitude;alt_google;loc_alt_pres;speed_kmh;accuracy;loc_orientation;sats_in_range;lapsed;datetime
-0.674;0.177;9.554;-0.588;0.051;9.789;-0.105;0.132;-0.033;-0.035;-0.008;-0.008;57.0;-9.2;14.4;-50.5;40.2;-0.3;3.4;0.0;1022.5;56.86;47.60094;-122.28087;-67.7;NaN;;5.6;9.67742;75.0;15 / 25;89007;2015-07-28 17:30:50:799
-0.524;0.211;9.143;-0.665;0.317;9.779;0.12;-0.075;-0.514;0.062;0.028;-0.006;52.0;-9.1;14.7;-51.1;36.8;-1.9;3.9;0.0;1022.5;54.31;47.60094;-122.28085;-64.5;NaN;;5.1;9.67742;73.9;15 / 25;90008;2015-07-28 17:30:51:800
-0.892;0.09;10.309;-1.006;0.145;9.754;0.157;-0.057;0.636;0.034;0.039;0.051;63.0;-7.9;14.1;-50.9;42.0;-0.8;5.9;0.0;1022.5;53.18;47.60095;-122.28083;-64.5;NaN;;5.7;9.67742;73.8;15 / 25;91007;2015-07-28 17:30:52:799
-1.478;0.096;9.927;-1.049;-0.037;9.75;-0.396;0.137;0.146;-0.092;-0.033;-0.021;69.0;-6.7;14.6;-51.4;39.2;-0.1;6.0;0.0;1022.5;57.07;47.60095;-122.2808;-64.5;NaN;;5.4;9.67742;75.0;11 / 15;92008;2015-07-28 17:30:53:800
-0.877;0.329;8.269;-0.872;0.49;9.755;0.168;-0.146;-1.387;-0.006;0.024;-0.003;49.0;-7.3;13.2;-51.3;36.6;-2.9;5.1;0.0;1022.4;55.25;47.60096;-122.28078;-64.5;NaN;;5.4;9.67742;75.0;15 / 25;93007;2015-07-28 17:30:54:799
-0.727;0.249;8.708;-0.873;0.133;9.767;0.155;0.106;-0.718;0.04;-0.026;0.012;60.0;-7.2;14.2;-51.2;39.3;-0.4;5.4;0.0;1022.5;56.25;47.60097;-122.28076;-64.5;NaN;;5.6;9.67742;72.5;15 / 25;94007;2015-07-28 17:30:55:799
-0.863;0.212;10.231;-0.809;0.265;9.77;-0.039;-0.045;0.383;0.076;-0.014;0.008;66.0;-7.9;14.7;-51.3;36.7;-1.5;4.7;0.0;1022.5;56.43;47.60097;-122.28075;-64.5;NaN;;5.4;9.67742;72.3;15 / 25;95007;2015-07-28 17:30:56:799
-0.576;-0.024;10.367;-0.697;0.0;9.782;0.096;-0.028;0.731;-0.073;0.0;-0.022;62.0;-8.7;14.5;-50.8;40.0;0.0;4.1;0.0;1022.5;54.14;47.60098;-122.28072;-61.3;NaN;;5.7;9.67742;72.8;15 / 25;96007;2015-07-28 17:30:57:799
-0.849;0.071;10.022;-0.766;0.033;9.777;-0.124;0.073;-0.021;-0.047;0.005;-0.006;60.0;-8.8;14.7;-50.5;40.5;-0.2;4.5;0.0;1022.5;54.22;47.60098;-122.2807;-64.5;NaN;;5.3;9.67742;73.1;15 / 25;97008;2015-07-28 17:30:58:800
-0.865;0.078;9.544;-0.916;0.16;9.762;0.076;-0.047;-0.256;-0.087;0.025;-0.002;59.0;-7.4;13.6;-50.7;37.7;-1.3;5.3;0.0;1022.4;54.18;47.60098;-122.28068;-64.5;NaN;;5.4;9.67742;73.3;15 / 25;98007;2015-07-28 17:30:59:799
-0.986;0.324;8.382;-0.837;0.235;9.768;-0.121;0.018;-1.375;-0.031;-0.03;-0.011;59.0;-7.8;13.5;-51.5;38.7;-1.8;5.1;0.0;1022.4;51.32;47.60099;-122.28066;-64.5;NaN;;5.4;9.67742;73.3;15 / 25;99007;2015-07-28 17:31:00:799
-0.755;0.335;9.057;-0.767;0.247;9.773;0.014;0.088;-0.755;0.063;-0.007;-0.019;63.0;-8.6;13.6;-51.2;41.0;-1.1;4.5;0.0;1022.5;55.51;47.60099;-122.28064;-61.3;NaN;;5.4;9.67742;77.3;15 / 25;100007;2015-07-28 17:31:01:799
-0.727;0.134;9.436;-0.919;0.223;9.761;0.161;-0.089;-0.073;0.039;0.022;0.043;59.0;-8.6;14.3;-51.1;42.6;-1.1;5.4;0.0;1022.5;56.11;47.60099;-122.28062;-61.3;NaN;;5.1;9.67742;77.3;15 / 25;101007;2015-07-28 17:31:02:799
-1.418;0.218;9.961;-0.969;0.098;9.758;-0.392;0.098;0.159;-0.041;-0.036;-0.007;68.0;-7.3;14.5;-51.2;37.8;-0.6;5.7;0.0;1022.5;57.92;47.60099;-122.2806;-61.3;NaN;;5.5;9.67742;78.3;15 / 25;102007;2015-07-28 17:31:03:799
-0.323;0.135;9.804;-0.48;0.172;9.793;-0.022;0.022;0.163;0.028;0.018;-0.027;65.0;-9.4;14.9;-50.6;36.4;-0.7;2.8;0.0;1022.5;55.17;47.601;-122.28058;-61.3;NaN;;5.8;9.67742;76.6;10 / 14;103007;2015-07-28 17:31:04:799
-0.515;0.119;9.422;-0.619;0.172;9.786;0.15;-0.027;-0.059;0.037;0.016;0.023;62.0;-9.5;14.8;-50.2;37.7;-0.9;3.7;0.0;1022.5;56.65;47.601;-122.28055;-61.3;NaN;;5.7;9.67742;81.4;10 / 14;104007;2015-07-28 17:31:05:799
-0.736;0.149;9.886;-0.676;0.136;9.782;-0.061;0.016;0.279;-0.05;-0.01;-0.017;61.0;-8.4;14.2;-51.6;37.9;-1.0;3.9;0.0;1022.5;59.22;47.601;-122.28054;-58.1;NaN;;5.5;9.67742;80.1;11 / 14;105007;2015-07-28 17:31:06:799
-0.647;0.155;9.245;-0.757;0.194;9.775;0.086;-0.03;-0.27;0.002;0.033;0.038;60.0;-8.4;14.6;-50.8;36.7;-1.1;4.4;0.0;1022.5;48.61;47.601;-122.28052;-58.1;NaN;;5.5;9.67742;77.6;11 / 15;106007;2015-07-28 17:31:07:799
-1.08;0.074;10.47;-0.815;0.075;9.772;-0.289;0.02;0.566;0.001;-0.022;-0.03;70.0;-7.3;14.7;-51.0;36.1;-0.3;4.7;0.0;1022.5;50.75;47.60101;-122.28049;-58.1;NaN;;5.6;9.67742;77.4;11 / 14;107007;2015-07-28 17:31:08:799
-0.562;0.107;9.466;-0.652;0.15;9.784;0.037;-0.045;0.211;-0.025;0.035;0.023;59.0;-9.4;14.4;-50.2;39.8;-0.9;3.8;0.0;1022.5;59.36;47.60101;-122.28047;-58.1;NaN;;5.5;9.67742;69.1;11 / 15;108007;2015-07-28 17:31:09:799
-0.484;0.162;9.315;-0.632;0.184;9.785;0.137;-0.022;-0.28;-0.046;-0.025;-0.004;61.0;-8.5;13.7;-50.6;39.3;-1.6;4.1;0.0;1022.5;57.82;47.60102;-122.28045;-58.1;NaN;;5.7;9.67742;67.6;11 / 14;109007;2015-07-28 17:31:10:799
-0.685;0.182;9.729;-0.703;0.125;9.781;0.008;0.06;0.17;0.012;-0.016;0.035;67.0;-8.5;16.0;-51.0;35.6;-0.5;4.3;0.0;1022.5;58.31;47.60102;-122.28045;-61.3;NaN;;5.2;9.67742;75.2;11 / 15;110008;2015-07-28 17:31:11:800
-0.614;0.292;8.903;-0.498;0.263;9.79;-0.147;0.037;-0.652;-0.019;-0.003;-0.007;74.0;-9.5;14.8;-51.0;35.1;-1.5;2.8;0.0;1022.4;57.49;47.60103;-122.28043;-61.3;NaN;;5.7;9.67742;66.6;10 / 14;111007;2015-07-28 17:31:12:799
-0.365;0.21;9.822;-0.564;0.285;9.786;0.213;-0.017;-0.071;0.036;0.022;0.014;65.0;-8.5;15.4;-50.8;33.9;-1.5;3.4;0.0;1022.5;58.56;47.60104;-122.28041;-61.3;NaN;;5.6;9.67742;67.2;10 / 14;112008;2015-07-28 17:31:13:800
-0.523;0.015;9.686;-0.588;-0.091;9.789;0.042;0.098;0.162;-0.014;-0.038;-0.001;78.0;-8.6;16.4;-50.1;37.6;0.5;3.4;0.0;1022.5;55.86;47.60104;-122.28039;-64.5;NaN;;5.4;9.67742;75.4;10 / 14;113007;2015-07-28 17:31:14:799
-0.349;0.2;9.511;-0.423;0.298;9.793;0.078;-0.079;-0.079;-0.041;0.019;0.013;66.0;-9.1;14.6;-50.8;33.8;-1.9;2.5;0.0;1022.5;53.58;47.60104;-122.28037;-64.5;NaN;;5.4;9.67742;75.2;11 / 14;114006;2015-07-28 17:31:15:798
-0.665;0.132;9.835;-0.677;0.158;9.782;0.008;-0.02;0.264;0.032;0.008;0.027;62.0;-8.4;16.1;-50.1;34.5;-0.6;3.9;0.0;1022.5;59.13;47.60105;-122.28035;-64.5;NaN;;5.4;9.67742;75.0;10 / 14;115007;2015-07-28 17:31:16:799
-0.841;0.108;9.61;-0.644;0.146;9.784;-0.164;-0.001;0.005;-0.102;0.01;-0.012;86.0;-7.4;14.9;-50.8;33.3;-0.9;3.8;0.0;1022.5;54.22;47.60106;-122.28033;-64.5;NaN;;5.8;9.67742;61.5;11 / 14;116007;2015-07-28 17:31:17:799
-0.386;0.229;8.933;-0.591;0.233;9.786;0.193;-0.008;-0.601;0.001;-0.004;0.009;77.0;-8.3;15.3;-50.8;34.3;-1.4;3.5;0.0;1022.5;59.64;47.60106;-122.28031;-64.5;NaN;;5.1;9.67742;61.8;11 / 15;117007;2015-07-28 17:31:18:799
-0.818;0.184;9.675;-0.626;0.106;9.786;-0.146;0.066;-0.182;0.012;-0.04;-0.006;89.0;-8.2;16.0;-50.7;34.5;-0.4;3.7;0.0;1022.5;56.85;47.60107;-122.2803;-64.5;NaN;;5.3;9.67742;63.1;10 / 14;118007;2015-07-28 17:31:19:799
-0.519;0.256;8.944;-0.521;0.252;9.79;-0.036;0.001;-0.303;-0.04;0.027;0.008;70.0;-8.8;15.2;-50.8;35.7;-1.5;3.0;0.0;1022.5;51.49;47.60109;-122.28029;-67.7;NaN;;5.4;9.67742;63.5;9 / 14;119007;2015-07-28 17:31:20:799
-0.586;0.211;9.575;-0.616;0.18;9.786;0.015;0.046;-0.328;-0.003;-0.02;-0.035;74.0;-7.7;15.5;-50.8;33.5;-1.1;3.6;0.0;1022.5;51.5;47.60109;-122.28027;-67.7;NaN;;5.7;9.67742;63.5;10 / 15;120008;2015-07-28 17:31:21:800
-0.375;0.103;10.283;-0.71;0.159;9.78;0.256;-0.082;0.83;0.081;0.011;0.039;71.0;-8.4;16.0;-50.5;35.0;-0.6;4.1;0.0;1022.5;50.55;47.6011;-122.28025;-67.7;NaN;;5.3;9.67742;70.8;11 / 15;121007;2015-07-28 17:31:22:799
-0.659;0.096;9.558;-0.598;0.017;9.788;-0.084;0.08;0.13;-0.062;-0.013;-0.016;86.0;-7.9;15.5;-51.0;35.9;-0.4;3.5;0.0;1022.5;50.78;47.6011;-122.28023;-67.7;NaN;;5.6;9.67742;70.9;10 / 13;122007;2015-07-28 17:31:23:799
-0.403;0.21;9.302;-0.622;0.293;9.782;0.185;-0.086;-0.17;0.054;0.015;0.012;73.0;-8.0;16.0;-50.7;33.2;-1.5;3.8;0.0;1022.5;55.84;47.60111;-122.28021;-67.7;NaN;;5.6;9.67742;62.2;10 / 14;123007;2015-07-28 17:31:24:799
-0.99;0.093;10.373;-0.81;0.025;9.773;-0.196;0.061;0.561;-0.043;0.017;-0.012;94.0;-6.5;15.8;-50.7;32.3;-0.1;4.7;0.0;1022.5;53.99;47.60112;-122.28019;-67.7;NaN;;5.3;9.67742;65.1;11 / 15;124007;2015-07-28 17:31:25:799
-0.8;0.161;9.187;-0.836;0.176;9.769;0.029;-0.003;-0.428;0.002;0.021;0.008;85.0;-7.4;15.9;-50.4;33.7;-1.0;4.9;0.0;1022.4;61.54;47.60112;-122.28018;-67.7;NaN;;5.3;9.67742;71.9;11 / 14;125009;2015-07-28 17:31:26:801
-0.741;0.102;9.663;-0.843;0.132;9.769;0.068;-0.029;0.046;-0.03;0.001;0.022;79.0;-6.2;16.3;-50.9;31.9;-0.8;4.9;0.0;1022.5;55.68;47.60113;-122.28016;-67.7;NaN;;5.5;9.67742;67.2;11 / 15;126008;2015-07-28 17:31:27:800
-0.572;0.21;8.965;-0.727;0.228;9.777;0.168;-0.028;-0.435;-0.041;-0.043;0.017;77.0;-6.0;15.9;-50.7;30.1;-1.5;4.5;0.0;1022.4;48.16;47.60114;-122.28015;-71.0;NaN;;5.6;9.67742;69.1;11 / 14;127007;2015-07-28 17:31:28:799
-0.565;0.254;9.443;-0.426;0.211;9.795;-0.11;0.025;-0.46;0.03;-0.039;-0.021;78.0;-7.9;16.5;-50.7;30.1;-1.0;2.7;0.0;1022.5;50.26;47.60114;-122.28013;-71.0;NaN;;5.9;9.67742;68.4;11 / 15;128008;2015-07-28 17:31:29:800
-0.408;0.058;10.392;-0.605;0.125;9.787;0.169;-0.062;1.001;0.0;0.047;0.023;75.0;-8.0;16.6;-50.5;31.8;-0.6;3.2;0.0;1022.5;59.85;47.60115;-122.28012;-71.0;NaN;;5.2;9.67742;67.2;11 / 14;129008;2015-07-28 17:31:30:800
-1.05;0.137;9.384;-0.917;0.18;9.762;-0.214;0.006;-0.081;-0.044;0.017;0.03;80.0;-6.1;16.2;-50.9;31.1;-1.3;4.9;0.0;1022.4;61.34;47.60116;-122.2801;-71.0;NaN;;5.8;9.67742;61.6;11 / 14;130008;2015-07-28 17:31:31:800
-0.653;0.239;9.274;-0.724;0.27;9.776;0.014;-0.002;-0.334;-0.006;-0.036;0.016;88.0;-6.0;15.8;-51.0;29.3;-1.6;4.2;0.0;1022.5;57.25;47.60116;-122.28008;-71.0;NaN;;5.9;9.67742;61.5;10 / 14;131007;2015-07-28 17:31:32:799
-0.645;0.082;9.973;-0.602;0.055;9.788;-0.097;0.056;0.313;0.03;0.005;0.025;150.0;-7.2;17.8;-50.5;28.8;0.0;3.3;0.0;1022.5;59.52;47.60117;-122.28006;-71.0;NaN;;5.3;9.67742;66.4;11 / 15;132007;2015-07-28 17:31:33:799
-0.431;0.109;9.862;-0.53;0.216;9.79;0.09;-0.099;0.077;0.051;0.021;0.022;142.0;-6.8;17.1;-50.4;28.3;-1.2;3.1;0.0;1022.5;59.97;47.60118;-122.28005;-71.0;NaN;;5.3;9.67742;66.0;11 / 15;133007;2015-07-28 17:31:34:799
-0.639;0.153;9.558;-0.574;0.108;9.789;-0.12;0.041;0.396;-0.094;-0.014;-0.023;135.0;-6.1;16.1;-50.9;28.0;-1.0;3.3;0.0;1022.5;50.09;47.60119;-122.28003;-67.7;NaN;;5.7;9.67742;54.1;11 / 15;134008;2015-07-28 17:31:35:800
-0.277;0.13;9.548;-0.3;0.137;9.801;0.053;-0.03;-0.075;0.022;-0.028;-0.038;120.0;-7.3;17.3;-51.0;26.6;-0.7;2.1;0.0;1022.5;59.95;47.6012;-122.28001;-67.7;NaN;;5.3;9.67742;59.3;11 / 15;135008;2015-07-28 17:31:36:800
-0.171;0.0;10.037;-0.279;0.064;9.802;0.193;-0.087;0.499;-0.009;-0.006;-0.026;123.0;-9.0;16.8;-50.4;31.5;-0.4;1.9;0.0;1022.5;53.08;47.6012;-122.27999;-67.7;NaN;;5.1;9.67742;60.3;11 / 15;136008;2015-07-28 17:31:37:800
-0.623;0.215;8.982;-0.463;0.269;9.792;-0.245;0.056;-0.637;-0.054;0.008;-0.024;107.0;-8.4;15.1;-50.6;32.4;-1.6;2.7;0.0;1022.4;60.92;47.6012;-122.27998;-64.5;NaN;;5.5;9.67742;65.0;10 / 14;137007;2015-07-28 17:31:38:799
-0.291;0.323;9.121;-0.343;0.289;9.796;0.033;0.031;-0.365;0.05;0.01;-0.014;107.0;-9.1;15.4;-50.9;33.5;-1.4;2.0;0.0;1022.5;57.66;47.60121;-122.27996;-67.7;NaN;;5.5;9.67742;63.6;10 / 13;138007;2015-07-28 17:31:39:799
-0.531;0.201;9.275;-0.55;0.158;9.79;-0.008;0.032;-0.239;0.046;-0.003;0.017;114.0;-8.5;16.9;-50.4;34.2;-0.3;3.2;0.0;1022.5;51.25;47.60121;-122.27994;-67.7;NaN;;5.7;9.67742;76.4;11 / 15;139007;2015-07-28 17:31:40:799
-0.72;0.258;9.867;-0.403;0.198;9.796;-0.197;0.059;0.181;-0.028;0.013;-0.019;107.0;-8.3;15.6;-50.9;30.1;-1.2;2.2;0.0;1022.5;54.75;47.60121;-122.27992;-67.7;NaN;;5.7;9.67742;56.4;11 / 15;140007;2015-07-28 17:31:41:799
0.057;0.058;9.412;-0.335;0.144;9.8;0.369;-0.077;-0.021;0.023;0.003;-0.007;110.0;-8.7;16.6;-50.5;31.7;-0.8;2.2;0.0;1022.4;53.44;47.60122;-122.2799;-64.5;NaN;;5.3;9.67742;56.9;11 / 15;141008;2015-07-28 17:31:42:800
-0.398;0.158;9.166;-0.455;0.158;9.795;0.062;-0.009;-0.238;-0.079;-0.022;0.012;108.0;-8.5;15.3;-50.7;35.7;-0.9;2.7;0.0;1022.4;52.06;47.60123;-122.27988;-64.5;NaN;;5.6;9.67742;60.9;11 / 15;142008;2015-07-28 17:31:43:800
-0.709;0.333;9.132;-0.305;0.242;9.799;-0.417;0.103;-0.603;0.033;-0.023;-0.027;102.0;-9.2;16.1;-50.4;32.0;-1.2;1.9;0.0;1022.4;56.8;47.60124;-122.27987;-64.5;NaN;;5.3;9.67742;61.9;11 / 15;143008;2015-07-28 17:31:44:800
-0.071;0.22;9.886;-0.249;0.233;9.801;0.214;-0.029;0.225;0.039;0.073;-0.022;104.0;-9.8;15.4;-50.5;34.7;-1.1;1.2;0.0;1022.5;52.32;47.60124;-122.27985;-64.5;NaN;;5.7;9.67742;68.1;11 / 14;144007;2015-07-28 17:31:45:799
-0.565;-0.016;9.853;-0.697;0.051;9.782;0.11;-0.064;0.264;-0.036;-0.044;0.051;117.0;-7.1;15.8;-50.6;33.9;-0.5;4.6;0.0;1022.5;51.3;47.60124;-122.27983;-67.7;NaN;;5.5;9.67742;68.8;11 / 15;145008;2015-07-28 17:31:46:800
-0.685;0.263;9.315;-0.498;0.238;9.791;-0.197;0.032;-0.24;-0.044;-0.02;0.018;108.0;-9.0;14.9;-51.0;35.5;-1.4;2.9;0.0;1022.5;52.78;47.60124;-122.27981;-67.7;NaN;;5.4;9.67742;71.5;11 / 15;146007;2015-07-28 17:31:47:799
-0.139;0.213;9.837;-0.292;0.267;9.799;0.147;-0.048;-0.059;0.127;0.044;-0.04;108.0;-8.9;16.5;-51.1;31.6;-1.1;1.6;0.0;1022.5;50.16;47.60125;-122.27979;-64.5;NaN;;5.4;9.67742;71.3;10 / 14;147007;2015-07-28 17:31:48:799
-0.366;-0.12;10.503;-0.459;-0.035;9.796;0.08;-0.066;0.97;0.001;-0.031;-0.024;114.0;-8.8;15.8;-50.6;35.7;0.2;2.7;0.0;1022.5;55.05;47.60125;-122.27977;-64.5;NaN;;5.0;9.67742;67.8;10 / 14;148008;2015-07-28 17:31:49:800
-0.539;0.046;9.291;-0.39;0.128;9.798;-0.163;-0.015;-0.55;-0.096;0.009;-0.029;111.0;-9.7;14.6;-50.8;37.5;-0.7;2.3;0.0;1022.5;61.1;47.60126;-122.27975;-64.5;NaN;;5.0;9.67742;69.3;11 / 15;149007;2015-07-28 17:31:50:799
-0.486;0.341;9.047;-0.44;0.331;9.791;0.007;0.017;-0.592;0.002;0.033;-0.02;88.0;-9.3;14.3;-51.0;35.5;-1.9;2.4;0.0;1022.4;63.77;47.60126;-122.27973;-64.5;NaN;;5.3;9.67742;76.2;11 / 15;150007;2015-07-28 17:31:51:799
-0.41;0.066;10.1;-0.644;0.124;9.785;0.209;-0.061;0.381;0.038;-0.012;0.011;117.0;-8.7;15.0;-50.7;38.3;-0.7;3.8;0.0;1022.5;58.02;47.60126;-122.27971;-67.7;NaN;;5.1;9.67742;75.5;11 / 15;151007;2015-07-28 17:31:52:799
-0.695;0.192;9.282;-0.686;0.237;9.78;-0.133;0.024;-0.298;-0.05;-0.024;0.002;104.0;-8.9;13.7;-51.0;39.5;-1.4;4.0;0.0;1022.5;56.59;47.60126;-122.27969;-67.7;NaN;;5.5;9.67742;74.9;11 / 15;152007;2015-07-28 17:31:53:799
-0.607;0.249;9.055;-0.495;0.238;9.791;-0.098;0.004;-0.362;0.049;0.009;-0.02;102.0;-9.7;14.0;-50.9;39.5;-1.4;2.9;0.0;1022.5;53.07;47.60126;-122.27967;-71.0;NaN;;5.0;9.67742;75.3;11 / 15;153007;2015-07-28 17:31:54:799
-0.326;0.083;10.196;-0.367;0.098;9.799;0.042;-0.016;0.413;0.033;-0.009;-0.025;96.0;-10.3;14.3;-50.5;40.0;-0.4;2.3;0.0;1022.5;55.41;47.60127;-122.27966;-71.0;NaN;;5.4;9.67742;74.8;11 / 15;154008;2015-07-28 17:31:55:800
-0.262;0.171;9.672;-0.402;0.205;9.796;0.128;-0.031;0.191;0.002;0.032;0.003;84.0;-11.0;13.2;-50.7;43.0;-1.2;2.4;0.0;1022.5;54.43;47.60127;-122.27964;-71.0;NaN;;5.7;9.67742;75.0;11 / 15;155007;2015-07-28 17:31:56:799
-0.592;0.174;9.604;-0.54;0.123;9.791;-0.059;0.037;0.0;-0.012;-0.009;-0.004;95.0;-9.3;13.9;-51.0;38.9;-0.7;3.1;0.0;1022.5;54.76;47.60127;-122.27962;-71.0;NaN;;5.6;9.67742;81.5;11 / 15;156007;2015-07-28 17:31:57:799
-0.221;0.115;9.847;-0.472;0.163;9.794;0.335;-0.045;0.206;0.012;0.005;0.013;90.0;-10.1;13.9;-51.0;40.8;-0.9;3.1;0.0;1022.5;49.06;47.60128;-122.2796;-71.0;NaN;;5.4;9.67742;76.2;11 / 15;157007;2015-07-28 17:31:58:799
-0.817;0.115;9.458;-0.835;0.198;9.769;-0.009;-0.076;-0.008;-0.018;0.001;0.047;102.0;-8.7;13.8;-50.8;41.6;-1.2;4.9;0.0;1022.4;50.24;47.60128;-122.27958;-67.7;NaN;;5.6;9.67742;76.3;11 / 15;158007;2015-07-28 17:31:59:799
-0.976;0.29;9.326;-0.776;0.194;9.774;-0.228;0.099;-0.155;-0.036;0.007;0.026;111.0;-8.5;14.5;-50.8;39.9;-1.3;4.2;0.0;1022.5;52.72;47.60128;-122.27956;-67.7;NaN;;5.8;9.67742;67.0;11 / 15;159010;2015-07-28 17:32:00:802
-0.438;0.266;9.38;-0.441;0.247;9.794;-0.082;0.092;-0.638;0.026;-0.007;-0.053;98.0;-9.2;14.5;-50.7;36.7;-1.2;2.5;0.0;1022.5;51.03;47.60129;-122.27954;-64.5;NaN;;5.7;9.67742;73.8;11 / 15;160006;2015-07-28 17:32:01:798
-0.273;0.056;10.323;-0.48;0.2;9.793;0.2;-0.064;0.278;0.097;0.009;-0.045;99.0;-10.1;14.7;-50.3;39.7;-0.3;3.1;0.0;1022.5;52.19;47.6013;-122.27952;-64.5;NaN;;5.6;9.67742;73.6;11 / 15;161008;2015-07-28 17:32:02:800
-0.729;-0.082;10.372;-0.653;-0.121;9.784;-0.109;0.046;0.997;-0.037;0.014;0.007;128.0;-9.2;14.6;-50.8;40.7;0.7;3.8;0.0;1022.5;53.77;47.6013;-122.2795;-64.5;NaN;;5.5;9.67742;73.6;11 / 15;162007;2015-07-28 17:32:03:799
-0.629;0.2;9.025;-0.654;0.334;9.779;-0.003;-0.12;-0.553;-0.042;0.003;-0.013;82.0;-9.1;12.7;-51.2;39.7;-2.2;3.8;0.0;1022.4;45.38;47.6013;-122.27947;-64.5;NaN;;6.1;9.67742;86.2;10 / 14;163007;2015-07-28 17:32:04:799
-0.788;0.183;10.046;-0.582;0.097;9.789;-0.233;0.113;0.099;-0.002;-0.034;-0.023;101.0;-9.5;14.0;-51.2;41.9;-0.6;3.4;0.0;1022.5;54.32;47.6013;-122.27946;-67.7;NaN;;5.5;9.67742;79.8;11 / 15;164009;2015-07-28 17:32:05:801
-0.115;0.169;9.308;-0.343;0.233;9.798;0.144;-0.023;-0.174;0.05;0.038;-0.03;84.0;-11.1;14.2;-50.6;40.4;-1.0;1.9;0.0;1022.4;54.94;47.60131;-122.27943;-67.7;NaN;;5.6;9.67742;79.6;11 / 15;165007;2015-07-28 17:32:06:799
-0.592;0.144;9.926;-0.661;0.147;9.783;0.069;-0.003;0.144;-0.011;0.008;-0.002;95.0;-9.2;12.7;-50.7;42.1;-1.0;4.0;0.0;1022.5;51.07;47.60131;-122.27941;-67.7;NaN;;6.0;9.67742;79.9;10 / 14;166008;2015-07-28 17:32:07:800
-0.328;0.194;9.798;-0.471;0.124;9.795;0.093;-0.004;0.297;0.034;-0.033;-0.027;83.0;-9.8;13.6;-50.9;40.4;-0.7;2.8;0.0;1022.5;52.25;47.60131;-122.27938;-71.0;NaN;;6.2;9.67742;81.7;11 / 15;167007;2015-07-28 17:32:08:799
-0.569;0.098;9.692;-0.49;0.1;9.794;0.11;-0.03;0.247;0.006;-0.021;0.035;77.0;-11.3;13.6;-51.1;43.3;-0.6;3.0;0.0;1022.5;50.19;47.60132;-122.27936;-71.0;NaN;;5.7;9.67742;81.3;11 / 15;168007;2015-07-28 17:32:09:799
-0.942;0.244;9.766;-0.466;0.263;9.792;-0.605;-0.01;0.385;-0.015;0.01;-0.006;74.0;-10.8;12.4;-51.1;44.8;-1.6;2.6;0.0;1022.5;60.85;47.60132;-122.27934;-67.7;NaN;;6.0;9.67742;70.2;11 / 15;169007;2015-07-28 17:32:10:799
-0.148;0.115;9.489;-0.296;0.065;9.802;0.131;0.061;-0.266;0.017;0.028;0.007;77.0;-11.4;13.7;-50.2;41.1;-0.4;1.7;0.0;1022.5;57.59;47.60133;-122.27932;-67.7;NaN;;6.3;9.67742;71.4;10 / 14;170008;2015-07-28 17:32:11:800
-0.95;0.178;10.429;-0.604;0.168;9.787;-0.384;0.01;0.981;-0.012;-0.037;0.0;77.0;-9.9;12.3;-51.3;45.8;-1.1;3.7;0.0;1022.5;52.81;47.60133;-122.2793;-67.7;NaN;;6.0;9.67742;72.7;10 / 14;171007;2015-07-28 17:32:12:799
-0.196;0.085;9.415;-0.26;0.038;9.803;-0.047;0.074;-0.022;-0.035;0.016;-0.027;35.0;-12.0;13.3;-50.4;44.7;-0.3;1.3;0.0;1022.4;62.01;47.60134;-122.27928;-67.7;NaN;;5.6;9.67742;70.9;11 / 15;172007;2015-07-28 17:32:13:799
-0.333;0.187;9.388;-0.475;0.266;9.792;0.128;-0.065;0.035;0.018;0.019;-0.001;47.0;-10.9;12.6;-51.0;43.2;-1.5;2.8;0.0;1022.5;59.78;47.60135;-122.27926;-64.5;NaN;;6.8;9.67742;82.1;11 / 15;173006;2015-07-28 17:32:14:798
-0.759;0.23;9.434;-0.495;0.131;9.793;-0.273;0.101;-0.208;-0.052;-0.03;0.001;47.0;-11.1;12.3;-51.4;46.9;-0.8;2.9;0.0;1022.4;56.94;47.60135;-122.27923;-64.5;NaN;;6.7;9.67742;84.8;10 / 14;174007;2015-07-28 17:32:15:799
0.113;0.197;9.868;-0.063;0.232;9.804;0.155;-0.025;0.117;0.086;0.02;-0.042;45.0;-12.5;13.3;-50.1;43.2;-1.4;0.4;0.0;1022.4;51.38;47.60135;-122.27921;-64.5;NaN;;5.9;9.67742;83.3;10 / 14;175007;2015-07-28 17:32:16:799
-0.085;0.046;9.814;-0.199;0.086;9.804;0.164;-0.022;0.115;0.009;-0.013;0.036;48.0;-12.3;12.8;-50.6;44.5;-0.5;1.4;0.0;1022.5;50.64;47.60135;-122.27918;-64.5;NaN;;6.8;9.67742;80.3;11 / 15;176007;2015-07-28 17:32:17:799
-0.319;0.102;9.72;-0.331;0.195;9.799;-0.025;-0.059;0.174;-0.019;0.0;0.029;45.0;-11.5;13.3;-50.9;44.1;-1.3;1.9;0.0;1022.5;50.13;47.60136;-122.27916;-67.7;NaN;;6.3;9.67742;78.4;11 / 15;177006;2015-07-28 17:32:18:798
